100 ,0.0003141759952995926141739,0.0005444160196930170059204
200 ,0.0019558400381356477737427,0.0047192000783979892730713
300 ,0.0058904318138957023620605,0.0148644801229238510131836
400 ,0.0125268474221229553222656,0.0339740775525569915771484
500 ,0.0250146891921758651733398,0.0640623718500137329101562
600 ,0.0402956157922744750976562,0.1090912595391273498535156
700 ,0.0643804147839546203613281,0.1703554242849349975585938
800 ,0.0860020145773887634277344,0.2491529583930969238281250
900 ,0.1431458890438079833984375,0.3804827630519866943359375
1000 ,0.1976268738508224487304688,0.5204792618751525878906250
1100 ,0.2540637850761413574218750,0.6792979240417480468750000
1200 ,0.3113493621349334716796875,0.8811002969741821289062500
1300 ,0.4185890853404998779296875,1.1049133539199829101562500
1400 ,0.5037184357643127441406250,1.3737161159515380859375000
1500 ,0.6251859664916992187500000,1.6625952720642089843750000
1600 ,0.6849332451820373535156250,1.9784569740295410156250000
1700 ,0.9295039772987365722656250,2.4907844066619873046875000
1800 ,1.0833811759948730468750000,2.9741699695587158203125000
1900 ,1.2771024703979492187500000,3.4436941146850585937500000
2000 ,1.4558384418487548828125000,4.0074610710144042968750000
2100 ,1.7423356771469116210937500,4.5851335525512695312500000
2200 ,1.9302617311477661132812500,5.3069734573364257812500000
2300 ,2.2222716808319091796875000,6.0447120666503906250000000
2400 ,2.3000280857086181640625000,6.6884956359863281250000000
2500 ,2.9429454803466796875000000,7.8124952316284179687500000
